ucid,docket_text,labels
dcd;;1:17-cv-01401,"COMPLAINT against All Defendants with Jury Demand ( Filing fee $ 400 receipt number 0090-5032668) filed by IZAR CAPITAL GROUP LLC. (Attachments: # 1 7.1 Disclosure, # 2 Civil Cover Sheet, # 3 Summons, # 4 Summons, # 5 Summons, # 6 Summons, # 7 Summons, # 8 Summons, # 9 Summons, # 10 Summons)(Zampogna, Christopher) (Entered: 07/14/2017)",complaint
dcd;;1:16-cv-02483,"RESPONSE TO ORDER OF THE COURT re 120 Order on Motion for Briefing Schedule filed by MICHAEL MOLOCK. (Attachments: # 1 Exhibit, # 2 Exhibit, # 3 Exhibit, # 4 Exhibit, # 5 Exhibit)(Zambri, Salvatore) (Entered: 04/26/2021)",response
dcd;;1:17-cv-00373,COMPLAINT against BOBBY HENRY (Filing fee $ 0.00) filed by CHEVELLE TAYLOR. (Attachment: # 1 Civil Cover Sheet)(jd) (Entered: 03/10/2017),complaint
dcd;;1:16-cv-01978,"ENTERED IN ERROR.....Transmission of the Notice of Appeal, Order Appealed, and Docket Sheet to US Court of Appeals. The Fee remains to be paid and another notice will be transmitted when the fee has been paid in the District Court re 7 APPEAL FROM TRANSFER ORDER - Notice of Appeal. (jf) Modified on 1/3/2017 (jf). (Entered: 12/28/2016)",error
dcd;;1:16-cv-00289,ORDER: Establishing Master Case File for all YELLOW LINE CASES. Any pleading or paper filed relating to any of the Yellow Line Cases must be filed ONLY in the Master Case File 15-mc-989.(see order for details). Signed by Judge Tanya S. Chutkan on 2/19/16. (DJS) (Entered: 02/19/2016),order
dcd;;1:16-cv-00626,Initiating Pleading & IFP Application Received on 3/17/2016. (md) (Entered: 04/05/2016),
dcd;;1:17-cv-01175,"MINUTE ORDER: Per the parties' 24 Status Report, the Court ORDERS that they shall, by November 8, 2017, submit a further joint report, which may include a proposed briefing schedule. So ORDERED by Judge James E. Boasberg on 10/19/2017. (lcjeb2) (Entered: 10/19/2017)",minute entry|order
ded;;1:17-cv-01738,"Pro Hac Vice Attorney Lawrence J. Bistany for National Union Fire Insurance Company of Pittsburgh, PA added for electronic noticing. Pursuant to Local Rule 83.5 (d)., Delaware counsel shall be the registered users of CM/ECF and shall be required to file all papers. (crb) (Entered: 02/06/2018)",
ded;;1:16-cv-00654,"SO ORDERED, re 16 STIPULATION TO EXTEND TIME for certain case deadlines to the dates set forth in the Stipulation filed by John Goodman -- Discovery due by 4/28/2017. Dispositive Motions due by 5/24/2017. Status Report due by 5/1/2017. Signed by Judge Leonard P. Stark on 4/24/17. (ntl) (Entered: 04/25/2017)",order
ded;;1:16-cv-01201,"MOTION to Remand to State Court & NOTICE OF ADOPTION OF THE MOTION TO REMAND AND PLAINTIFFS BRIEFS FILED IN SUPPORT THEREOF IN THE CASE STYLED GRADNEY et al. v. SANOFI U.S. SERVICES et. al,, C.A. No. 1:16-cv-01067-SLR - filed by Vertie Cook. (Attachments: # 1 Text of Proposed Order [PROPOSED] ORDER ON MOTION TO REMAND TO STATE COURT AND CERTIFICATE OF SERVICE)(Heisman, James) (Entered: 01/12/2017)",motion|motion to remand
ded;;1:16-cv-00103,ORDER Setting Teleconference: Plaintiff's counsel to initiate the call. A Telephone Conference is set for 9/15/2016 at 09:00 AM Eastern Time before Judge Mary Pat Thynge. Signed by Judge Mary Pat Thynge on 8/15/16. (cak) (Entered: 08/15/2016),order
ded;;1:16-cv-00102,"ORAL ORDER: Pursuant to this Court's Standing Order dated September 11, 2012, regarding procedures to govern mediation of all appeals from the Bankruptcy Court which places such appeals in mandatory mediation; IT IS ORDERED that on or before 4:00 p.m., Tuesday, March 8, 2016, the parties shall advise in a joint written submission, no longer than three (3) pages in 12 point font, directed to Chief Magistrate Judge Thynge, their respective positions regarding mediation and reasoning for their positions, including whether the parties were previously or are presently involved in mediation or other ADR process. Should the parties jointly request the matter be removed from the mandatory mediation requirement, they are to provide a proposed briefing schedule and/or advise whether they feel a teleconference with a Magistrate Judge would be of assistance and why. This submission shall not be docketed, but shall be delivered to the Clerks Office of the District Court. Ordered by Judge Mary Pat Thynge on 2/23/16. (cak) (Entered: 02/23/2016)",order
ded;;1:17-cv-00582,"NOTICE of Entry of Appearance of Ryan Tack-Hooper by Penny J. Nickerson (Morse, Richard) (Entered: 07/26/2017)",notice|notice of appearance
ded;;1:17-cv-01739,"Motion to Compel Discovery, filed by James Arthur Biggins (Attachments: # 1 Plaintiff's First Request for Production of Documents filed 2/6/19 (D.I. 34))(ddp) Modified on 4/12/2019 (nms). (Entered: 04/05/2019)",motion|motion to compel
flmd;;8:17-cv-03023,SUMMONS issued as to Elizabeth Christine Rosandich. (BSN) (Entered: 12/18/2017),summons
flmd;;8:16-cv-02759,ENDORSED ORDER: The United States' motion for extension of time to file a notice of mediation (Doc. # 20) is denied without prejudice for failure to comply with Local Rule 3.01(g). Signed by Judge Virginia M. Hernandez Covington on 2/21/2017. (DMD) (Entered: 02/21/2017),dismiss without prejudice|order
flmd;;3:16-cv-01191,"MOTION to Dismiss Complaint by POMA Glass and Specialty Windows, Inc.. (Attachments: # 1 Exhibit Exhibit A to Motion to Dismiss, # 2 Exhibit Exhibit B to Motion to Dismiss, # 3 Exhibit Exhibit C to Motion to Dismiss, # 4 Exhibit Exhibit D to Motion to Dismiss, # 5 Exhibit Exhibit E to Motion to Dismiss, # 6 Exhibit Exhibit F to Motion to Dismiss, # 7 Exhibit Exhibit G to Motion to Dismiss, # 8 Exhibit Exhibit H to Motion to Dismiss)(McLaren, Scott) (Entered: 09/27/2016)",dismissing motion|motion|motion to dismiss
flmd;;8:16-cv-00328,"NOTICE OF REMOVAL from the 6th Judicial Circuit, in and for Pasco County, Florida, case number 15-2015-CC-002589 filed in State Court on 1/29/2016. filed by United States of America. (Attachments: # 1 Civil Cover Sheet)(AMD) (Entered: 02/12/2016)",notice|notice of removal
flmd;;8:17-cv-02629,"ENDORSED ORDER: Pursuant to the written agreement of the parties, which includes opposing counsel's written consent to the amendment, leave to amend is freely granted pursuant to Rule 15(a)(2) of the Federal Rules of Civil Procedure. See Foman v. Davis, 371 U.S. 178, 182 (1962). Plaintiffs' amended complaint (Doc. 28) filed on March 7, 2018, shall serve as the operative complaint in this matter. Signed by Judge Virginia M. Hernandez Covington on 3/14/2018. (JAM) (Entered: 03/14/2018)",order
flmd;;6:17-cv-01055,"COMPLAINT against All Defendants filed by Richard Jerome Smith. (Attachments: # 1 Exhibit 3, # 2 Exhibit 4, # 3 Exhibit 5, # 4 Exhibit 6, # 5 Exhibit 7, # 6 Exhibit Journal, # 7 Exhibit FL Bar)(DMA) (Entered: 06/12/2017)",complaint
flmd;;8:17-cv-02267,"***STRICKEN PURSUANT TO 35 ORDER*** MOTION for Extension of Time to Complete Discovery by $60,982.94 Seized From Two Chicagoland Motorsports Group, Inc. Financial Accounts, Faisal A. Alassaf, Mohamed A. Alassaf. (LSS) Modified on 9/14/2018 (LSS). (Entered: 08/08/2018)",error|motion|motion for time extension|stricken
flmd;;8:17-cv-01200,ORDER granting 2 Motion for leave to proceed in forma pauperis/affidavit of indigency. Signed by Magistrate Judge Thomas B. McCoun III on 5/23/2017. (AHA) (Entered: 05/23/2017),order
flmd;;6:17-cr-00049,"PROPOSED verdict form filed by USA as to Mariano Almodovar (Miranda, Ilianys) (Entered: 04/25/2017)",proposed
flmd;;3:16-cr-00045,Minute Entry for proceedings held before Judge Marcia Morales Howard: STATUS Conference as to Jose Luis Lopez Bravo held on 7/18/2016; granting 21 Oral Motion to continue trial as to Jose Luis Lopez Bravo (1). Status Conference set for 8/22/2016 at 03:00 PM in Jacksonville Courtroom 10 B before Judge Marcia Morales Howard. Jury Trial set for trial term commencing on 9/6/2016 at 09:30 AM in Jacksonville Courtroom 10 B before Judge Marcia Morales Howard. Court Reporter: Cindy Packevicz Jarriel (JW) (Entered: 07/19/2016),minute entry
flnd;;5:16-cv-00133,"COMPLAINT against All Defendants ( Filing fee $ 400 receipt number AFLNDC-3575085.), filed by GREAT AMERICAN INSURANCE COMPANY. (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C, # 4 Exhibit D, # 5 Exhibit E, # 6 Civil Cover Sheet, # 7 Summons The Shores of Panama Resort Community Association, Inc.) (KAMMER, RONALD) (See 24 for corrected Exhibit A) (jcw). (Entered: 05/17/2016)",complaint
flnd;;1:16-cv-00319,"Summons Issued as to JAMIE GRIFFIN INC, FREDDY KAIM. (Attachments: # 1 summons) (atm) (Entered: 11/17/2016)",summons
flnd;;1:16-cv-00092,"AFFIDAVIT of Service for Proof of Service served on Rayonier Atlantic Timber Co on 04/08/16, filed by SABAL TRAIL TRANSMISSION LLC. (HARRIS, GORDON) (Entered: 04/13/2016)",
flnd;;4:17-cv-00318,"STATUS REPORT (Joint) by COSTCO WHOLESALE CORPORATION. (LAGUERRE, SALOMON) (Entered: 08/16/2017)",bilateral|report
flnd;;3:17-cv-00205,"ORDER GRANTING 2 MOTION for Leave to Proceed in forma pauperis and directing monthly payments be made from Prison Account of TROY L ROBERTS. Because Plaintiff has no funds accrued in his prison trust fund account, the clerk of court shall not assess Plaintiff an initial partial filing fee as provided in 28 U.S.C. § 1915(b)(1)(A). The clerk of court shall MAIL a copy of this order, with the appropriate cover letter to: Mary J. Eich, Manager, Operations Finance, Bay Correctional Facility. Fee status updated to in forma pauperis. Signed by MAGISTRATE JUDGE ELIZABETH M TIMOTHY on 4/3/2017. (mailed letter and order as directed.) (alb) (Entered: 04/03/2017)",order
flnd;;5:17-cv-00099,MOTION for Extension of Time by EARVIN EALY. (sdw) (Entered: 09/01/2017),motion|motion for time extension
flnd;;3:16-cv-00046,"CIVIL COVER SHEET. (POTASHNICK, MARK) (Entered: 02/05/2016)",
flnd;;1:17-cv-00307,ORDER CLOSING THE FILE signed by JUDGE MARK E WALKER on 2/28/18. (tss) (Entered: 02/28/2018),case dismissed|order
flnd;;1:17-cv-00222,ORDER REQUIRING STATUS REPORT re 18 ORDER ACCEPTING 17 STATUS REPORT. (Status Report due by 4/14/2019). Signed by CHIEF JUDGE MARK E WALKER on 4/3/2019. (kdm) (Entered: 04/03/2019),order
flnd;;5:16-cr-00027,Plea Agreement Accepted as to GERALD MICHAEL WARD (erl) (Entered: 12/19/2016),plea agreement
flsd;;1:17-cv-22102,"Clerks Notice of Filing Fee transferred to 1:17-CV-22106 in the amount of $400.00 re 1 Clerks Notice to Filer re: Electronic Case, (ta) (Entered: 07/12/2017)",notice|notice of filing
flsd;;4:16-cv-10088,"FINAL ORDER OF DISMISSAL WITHOUT PREJUDICE. Signed by Senior Judge James Lawrence King on 4/18/2017. (jw) NOTICE: If there are sealed documents in this case, they may be unsealed after 1 year or as directed by Court Order, unless they have been designated to be permanently sealed. See Local Rule 5.4 and Administrative Order 2014-69. (Entered: 04/18/2017)",case dismissed|dismiss without prejudice|order
flsd;;9:17-cv-80450,"NOTICE by Roger Ralston, Realty Capital Ventures, LLC of Filing (Attachments: # 1 Exhibit Warranty Deed, # 2 Exhibit Plaintiff's Initial Disclosures) (Schwartz, Wayne) (Entered: 03/08/2018)",notice|notice of filing
flsd;;1:17-cv-22071,ORDER regarding discovery. Signed by Magistrate Judge John J. O'Sullivan on 12/8/2017. (tro) (Entered: 12/08/2017),order
flsd;;1:16-cv-20475,Clerks Notice to Filer re: Summons(es) cannot be issued. (srd) (Entered: 02/11/2016),notice
flsd;;1:17-cv-24148,"MOTION (Complaint) to Vacate Sentence (2255). NOTE: All further docketing is to be done in the civil case. (Criminal Case # 17-CR-20087-CMA), filed by Jose Luis Perez. (Attachments: # 1 Motion Under U.S.C. 2255 continued)(jua) (Entered: 11/13/2017)",case opened for statistical purposes|motion|motion to vacate
flsd;;1:16-cv-21527,"RESPONSE/REPLY to 2 Complaint, (United States Response to Plaintiff's Motion to Set Aside Administrative Forfeiture and Incorporated Memorandum of Law) by United States. (Attachments: # 1 Attachement 1)(Grove, Daren) (Entered: 08/12/2016)",response
flsd;;0:16-cv-61074,ORDER Scheduling Mediation before Neil Flaxman - Mediation Hearing set for 11/8/2016 at 10:00 AM Signed by Judge Beth Bloom on 7/28/2016. (ail) (Entered: 07/28/2016),order
flsd;;1:17-cv-20926,Summons Issued as to UNUM Life Insurance Company of America. (fbn) (Entered: 03/13/2017),summons
flsd;;1:17-cv-22142,"NOTICE of Attorney Appearance by Adam Berman on behalf of Yhon Anderson Arias Contreras. Attorney Adam Berman added to party Yhon Anderson Arias Contreras(pty:pla). (Berman, Adam) (Entered: 10/27/2017)",notice|notice of appearance
flsd;;1:16-cr-20783,"Minute Order for proceedings held before Magistrate Judge Jonathan Goodman: Initial Appearance and ARRAIGNMENT as to Yuni Romero-Gonzalez held on 10/18/2016. Bond set: Yuni Romero-Gonzalez (1) Stip $250K CSB w/Nebbia. Date of Arrest or Surrender: 10/18/2016. Spanish Interpreter present. Attorney added: Noticing FPD-MIA for Yuni Romero-Gonzalez. (Digital 14:44:48) PAPERLESS STANDING DISCOVERY ORDER: The defendant(s) having been arraigned this date in open Court, it is Ordered that within 14 days of the date of this order that all parties to this action shall review and comply with Southern District of Florida Local Rules 88.10 (Criminal Discovery), and 88.9(c) (Motions in Criminal Cases). Upon a sufficient showing, the Court may at any time, upon a properly filed motion, order that the discovery or inspection provided for by this Standing Order be denied, restricted or deferred, or make such other order as is appropriate. It is expected by the Court, however, that counsel for both sides shall make a good faith effort to comply with the letter and spirit of this Standing Order. It shall be the continuing duty of counsel for both sides to immediately reveal to opposing counsel all newly discovered information or other material within the scope of Local Rule 88.10. Signed by Magistrate Judge Jonathan Goodman on 10/18/2016. (wc) (Entered: 10/19/2016)",minute entry|order
flsd;;0:17-cr-60047,"FINAL Addendum 1 REVISED Disclosure of Presentence Investigation Report of Wayne Griffies. This is a limited access document. Report access provided to attorneys Francis Ines Viamontes, Michael David Spivack by USPO (Attachments: # 1 Addendum)(kme) (Entered: 05/12/2017)",report
flsd;;1:16-cr-20793,NOTICE OF PLEA AND SENTENCING HEARING as to Fredy Castellon Delgadillo. Change of Plea and Sentencing Hearing set for 11/17/2016 at 2:00 PM in Fort Lauderdale Division before Judge William J. Zloch. (bc) (Entered: 10/25/2016),notice|notice of hearing
gamd;;7:16-cv-00199,ORDER granting 4 Motion for Extension of Time to Answer; Chase's deadline to respond to Plaintiff's Complaint is extended to 12/12/2016. Ordered by US DISTRICT JUDGE W LOUIS SANDS on 11/22/2016 (rlw) (Entered: 11/23/2016),order
gamd;;4:16-cv-00160,Summons Issued as to Defendants: DONTEVIUS CRAPP (Attachments: # 1 WOODRUFF PROPERTY MANAGEMENT COMPANY )(tlp) (Entered: 05/03/2016),summons
gamd;;4:16-cv-00128,"Pro Hac Vice Attorney Admission Fee Met by BRIAN BOLVES, WILLIAM BILENKY. (Attachments: # 1 Pro Hac Admission) (nop) (Entered: 05/04/2016)",
gamd;;1:17-cv-00197,"Corporate Disclosure Statement by COCA COLA BOTTLING CO CONSOLIDATED identifying Corporate Parent COCA-COLA COMPANY for COCA COLA BOTTLING CO CONSOLIDATED. (CAMPBELL, JOHN) (Entered: 12/04/2017)",
gamd;;5:17-cv-00395,SCHEDULING/DISCOVERY ORDER: Discovery to be complete by 8/1/2018. Dispositive and Daubert motions due by 8/31/2018. Ordered by US DISTRICT JUDGE MARC THOMAS TREADWELL on 2/2/2018. (tlh) (Entered: 02/02/2018),order
gamd;;7:17-cv-00027,"MOTION to Certify Class by EDWARD JOHN MARTIN, JR, MATHEW P MARTIN, ERICK PAULK, ANGELA SHUMAN, NICKY TAMPAS, DAVID TART, IV, SAMUEL KEITH WALKER filed by CHARLES DANIEL WYATT, III. (Attachments: # 1 Exhibit Exhibit List, # 2 Exhibit Ex 1 Proposed Notice To Join Suit and Opt In Consent Forms, # 3 Exhibit Ex 2 Deposition of Roger M. Budd, Jr, # 4 Exhibit Ex. 3 Deposition of Julie Budd, # 5 Exhibit Ex 4 Declaration of Nicky Tampas with Ex. A Payroll Records, # 6 Exhibit Ex 5 Declaration of Samuel Keith Walker, # 7 Exhibit Ex 6 Declaration of Angela Shuman)(WYATT, CHARLES) (Entered: 10/16/2017)",motion|motion to certify|motion to certify class
gamd;;4:16-cv-00158,SCHEDULING/DISCOVERY ORDER:Discovery to be complete by 12/19/2016. Dispositive motions due by 2/2/2017. Ordered by US DISTRICT JUDGE CLAY D LAND on 7/27/2016. (esl) (Entered: 07/27/2016),order
